,condition_label,medical_abstract,condition_name
9840,5,baroreflex sensitivity electrophysiological correlate patient acute myocardial infarction background study identify transient disturbance autonomic function acute recovery phase myocardial infarction recently suggest survivor acute myocardial infarction depressed vagal tone increase risk sudden arrhythmic death method result investigate hypothesis parasympathetic function assess arterial baroreflex sensitivity br testing use phenylephrine method heart rate variability hrv analysis hour holter recording patient day infarction relation autonomic tone marker arrhythmic propensity include programmed ventricular stimulation pvs late potential addition clinical variable examine br group 7.0 /- 4.7 msec mm hg inversely correlate age r 0.53 p 0.001 left ventricular ejection fraction r 0.035 p ns patient sustain monomorphic ventricular tachycardia smvt induce br significantly reduce p 0.001 hrv p 0.007 leave ventricular ejection fraction p 0.022 strong association variable include hrv br late potential leave ventricular ejection fraction exercise testing q wave infarct site induction sustained monomorphic ventricular tachycardia depressed br relative risk 36.28 confidence interval conclusion study confirm depressed brs identify subgroup high risk arrhythmic event myocardial infarction program ventricular stimulation safely limit group loss predictive accuracy,general pathological conditions
9841,4,doxazosin effect insulin glucose hypertensive patient finnish multicenter study group study investigate effect prolong doxazosin treatment serum lipid glucose serum insulin blood pressure hypertensive patient follow week treatment doxazosin supine stand blood pressure significantly decrease final mean daily dose 6.4 mg blood glucose level significantly low week initial placebo period p 0.05 week treatment doxazosin p 0.001 significant p 0.05 decrease serum insulin level follow week treatment highly significant p 0.001 decrease week addition doxazosin produce significant reduction total cholesterol p 0.05 low density lipoprotein ldl cholesterol p 0.01 week level high density lipoprotein hdl cholesterol low density lipoprotein vldl cholesterol triglyceride significant change tendency ratio hdl total cholesterol increase combine change blood pressure blood glucose level serum insulin serum lipid favorably affect probability develop coronary heart disease chd,cardiovascular diseases
9842,5,synchronous positive negative myoclonus pontine hemorrhage report case synchronous positive negative myoclonus follow pontine hemorrhage constant synchronous jerking eye tongue face mandible larynx pharynx diaphragm persist sleep jerk limb muscle occur volitional activity rest inability sustain glottic adduction phonation contribute severe dysarthria electromyography emg reveal positive myoclonus branchial musculature synchronous negative myoclonus generalized distribution treatment trazodone reduce ocular myoclonus worsen dysphagia suggest single neural rhythm generator produce positive negative myoclonus,general pathological conditions
9843,4,response cytosolic free calcium adp platelet spontaneously hypertensive rat abnormality ca2 handling report patient essential hypertension spontaneously hypertensive rat shr study response cytosolic ca2 adp platelet shr examine four- seven week old male shr age- sex match wistar kyoto rat wky use basal level intracellular ca2 concentration platelet response adp estimate use fluorescent indicator fura-2 medium contain mmol l cacl2 ca2(+)-free buffer mmol l egta basal level platelet cytosolic ca2 shr significantly high wky week age presence external ca2 significant difference observe basal level platelet cytosolic ca2 ca2(+)-free egta contain buffer shr wky peak cytosolic ca2 concentration evoke adp significantly diminish shr compare wky absence external ca2 response platelet cytosolic ca2 adp similar shr wky presence external ca2 result suggest release intracellular ca2 store reduce shr regulation cytosolic ca2 shr dependent extracellular ca2 compare wky,cardiovascular diseases
9844,4,study control reperfusion ischemia xxiii deleterious effect simulate thrombolysis precede simulate coronary artery bypass grafting control blood cardioplegic reperfusion study test simulate thrombolysis control reperfusion i.e. simulate coronary artery bypass cause reperfusion injury obviate benefit subsequent control reperfusion result unnecessary ventricular arrhythmia dog undergo acute occlusion left anterior descend coronary artery dog simulate thrombolysis hour ischemia deliver control flow ml min follow hour later normal blood reperfusion systemic pressure simulate percutaneous transluminal coronary angioplasty dog regionally control blood cardioplegic reperfusion bypass simulate coronary bypass dog ischemia prolong hour initial reperfusate blood cardioplegic solution total vent bypass simulate primary coronary bypass heart receive simulated thrombolysis hour ischemia reperfusion induce ventricular fibrillation heart treat simulate angioplasty recover regional contractility control systolic shortening recovery spontaneous contractility subsequent blood cardioplegic reperfusion dog contractile reserve capacity /- conversely surgically control blood cardioplegic reperfusion precede low flow normal blood reperfusion hour ischemia result ventricular arrhythmia p 0.05 versus simulate coronary artery bypass simulated thrombolysis /- p 0.05 versus simulate coronary artery bypass simulated thrombolysis recovery regional contractility ultrasonic crystal /- p 0.05 versus simulate coronary artery bypass simulated thrombolysis recovery contractile reserve calcium chloride stimulation conclude control reperfusion simulate coronary artery bypass blood cardioplegic solution produce immediate functional recovery avoid ventricular fibrillation follow simulate thrombolysis despite need prolong ischemic time precede control reperfusion normal blood reperfusion simulate thrombolysis shorten ischemic time nullifie immediate functional recovery possible simulate coronary bypass produce unnecessary arrhythmia,cardiovascular diseases
9845,4,effect indecainide patient left ventricular dysfunction indecainide new antiarrhythmic agent classify type ic evaluate patient heart disease great equal ventricular premature complex hour moderate mark left ventricular dysfunction mean ejection fraction /- patient receive indecainide mg mouth hour dose increase great equal suppression note adverse effect occur maximum dose mg indecainide hour ventricular premature complex suppress great equal patient p 0.05 ventricular tachycardia episode completely suppress patient effective maximal mean daily indecainide dose /- mg half responder achieve achieve efficacy serum drug concentration great equal ng ml serum drug concentration directly relate gender r 0.78 p 0.04 inversely relate creatinine clearance r 0.74 p 0.05 ejection fraction r 0.71 p 0.02 indecainide prolong mean pr qrs interval p 0.05 qt qtc linear relation percent change pr r 0.80 p 0.001 qrs r 0.66 p 0.001 interval serum drug concentration start increase dose careful observation patient decrease renal function reduced ejection fraction exercise attain high drug concentration normal subject,cardiovascular diseases
9846,5,control trial early adjunctive treatment corticosteroid pneumocystis carinii pneumonia acquire immunodeficiency syndrome california collaborative treatment group background pneumocystis carinii pneumonia remain common cause morbidity mortality patient acquire immunodeficiency syndrome aids extensive lung injury accompany pneumocystis associate respiratory failure report clinical benefit use adjunctive corticosteroid provide rationale prospective multicenter trial method total patient aid pneumocystis pneumonia receive standard treatment randomly assign receive corticosteroid begin equivalent mg prednisone twice daily additional therapy primary end point unblinded trial occurrence respiratory failure hypoxemia ratio partial pressure arterial oxygen divide fraction inspire oxygen intubation death death dose limit toxicity initial standard therapy result patient confirm presume pneumocystis pneumonia n n respectively assign treatment corticosteroid low cumulative risk day respiratory failure 0.14 vs. 0.30 p 0.004 death 0.11 vs. 0.23 p 0.009 low risk death day 0.16 vs. 0.26 p 0.026 frequency dose limit toxicity standard therapy similar treatment group intention treat analysis entire cohort confirm finding clinical benefit demonstrate patient mild disease hypoxemia ratio great equivalent partial pressure oxygen great torr room air patient assign corticosteroid treatment excess localize herpetic lesion percent vs. percent p 0.04 infection neoplasm conclusion early adjunctive treatment corticosteroid reduce risk respiratory failure death patient aid moderate severe pneumocystis pneumonia adverse effect corticosteroid include initial treatment person aid moderate severe pneumocystis pneumonia,general pathological conditions
9847,3,experimental alcoholic skeletal muscle myopathy characterise rapid sustained decrease muscle rna content investigation effect ethanol feeding total calorie skeletal muscle day muscle weight protein dna content alcohol treat rat significantly low pair feed control glucose total calorie ethanol feed markedly reduce muscle rna content compare control muscle rna content ethanol feed rat day treatment significantly low initial value i.e. day ethanol feeding cause initial net loss reduction rate accretion rna marked sustained loss muscle protein synthetic apparatus precipitating event development experimental skeletal muscle myopathy,nervous system diseases
9848,5,recurrent transient ischemic attack stroke association internal carotid artery web fibromuscular dysplasia nonatherosclerotic vascular disease commonly affect cervical carotid artery c1 c2 level cephalic artery involve histopathologic angiographic subtype fibromuscular dysplasia exist benign natural history describe report case pathologically prove symptomatic proximal internal carotid artery web suggest patient lesion high risk stroke,general pathological conditions
9849,3,effect nimodipine acute ischemic stroke pool result randomized trial review pool datum double blind placebo control study nimodipine acute ischemic stroke compare effect mg nimodipine orally placebo study patient follow adhere entry inclusion criterion end point mortality outcome end treatment period day outcome assess mathew scale physician clinical judgement treatment control group match respect demographic datum risk factor baseline mathew score treatment group patient 7.9 die treatment period 12.3 control group die correspond mortality reduction significantly neurologic impairment end treatment period document nimodipine treatment impairment improve patient moderate severe stroke baseline mathew score administration nimodipine occur hour stroke onset patient year old overall incidence adverse reaction relatively modest minor severity appear remote relation study medication,nervous system diseases
9850,5,decompensation cotrel dubousset instrumentation idiopathic scoliosis spinal decompensation corrective surgery scoliosis appear significant problem cotrel dubousset instrumentation cdi cdi produce torsional change instrumented uninstrumented spine result spinal imbalance preoperative postoperative dimensional analysis include computed tomography ct scan measure vertebral rotation segmental rotation perform evaluate importance torsional change moe king type ii deformity substantially great risk imbalance deformity instrument spinal segment likely decompensate specifically instrumentation exclude mobile transition segment determine maximum segmental rotation segmental cobb angle likely decompensate derotation deformity correction excessive relation preoperative bend flexibility segmental rotation frequently result imbalance spinal imbalance cdi reduce avoid overcorrection inclusion mobile transition segment,general pathological conditions
9851,4,effect intravenous streptokinase relation initial st predict size final qrs estimate size acute myocardial infarct thrombolytic therapy document reduce acute myocardial infarct size previously establish relation initial st segment elevation final electrocardiographic ecg myocardial infarct size patient coronary reperfusion alter thrombolytic therapy effect intravenous streptokinase relation study patient initial acute myocardial infarction participate second international study infarct survival isis-2 patient receive streptokinase consider group patient receive streptokinase control group final myocardial infarct size estimate qrs score predict admission standard ecg previously develop formula base st segment elevation control patient change st predict final qrs estimate infarct size median 17.7 versus 18.3 p ns patient streptokinase group highly significant decrease predict final myocardial infarct size median 21.9 versus 16.2 p 0.0002 decrease find anterior median 23.7 versus 19.5 p 0.03 inferior median 21.9 versus 12.0 p 0.001 infarct location multiple regression analysis adjust difference predict infarct size confirm significance streptokinase difference infarct size p 0.006 base variability percent change predict final infarct size control group threshold decrease great equal require identification salvage,cardiovascular diseases
9852,4,management deep venous thrombosis pregnant female deep venous thrombosis low extremity uncommon dreaded complication pregnancy present diagnostic therapeutic problem treat physician january december delivery perform st luke hospital patient pregnant woman treat deep venous thrombosis low extremity woman second trimester pregnancy clinical diagnosis case confirm duplex ultrasonography patient treat day intravenous heparin therapy discharge subcutaneous heparin therapy bleed complication relate heparin therapy patient develop pulmonary embolism patient deliver normal child complication heparin induce rash patient resolve different preparation heparin use management deep venous thrombosis pregnancy discuss,cardiovascular diseases
9853,1,patient delay seek care cancer symptom patient delay seek care cancer symptom common document research study fear denial lack information cancer financial consideration contribute delay patient education important factor decrease length delay improve treatment outcome good use opportunity patient education primary care physician positively influence prognosis type cancer particularly breast cancer malignant melanoma skin,neoplasms
9854,3,"characterization peak e novel amino acid associate eosinophilia myalgia syndrome epidemiologic study strongly associate eosinophilia myalgia syndrome ems ingestion tryptophan contain contaminant peak e prior report suggest peak e di tryptophan n alpha animal acetaldehyde spectral chemical study demonstrate peak e 1,1'-ethylidenebis[tryptophan novel amino acid etiological agent responsible ems marker unidentified causal agent",nervous system diseases
9855,3,development infratentorial atrophy patient idiopathic cerebellar ataxia late onset ct study development infratentorial atrophy patient suffer idiopathic cerebellar ataxia late onset study retrospective evaluation consecutive computed tomography ct scan patient evidence olivopontocerebellar atrophy opca clinical testing magnetic resonance imaging mri patient atrophy cerebellum brain stem visible time progress roughly parallel manner remain brain stem leave intact patient opca definite brain stem atrophy visible early appearance non cerebellar clinical symptom present datum suggest ct investigation regular interval prognostic value cerebellar ataxia,nervous system diseases
9856,2,reproducibility hour oesophageal ph study infant thirteen infant undergo hour oesophageal ph monitor diagnose gastro oesophageal reflux second study carry result reproducible study restrict baby activity appreciable difference find percentage total time ph vary 3.7 fold test difference largely result biological technical variability result estimate reliability single diagnostic study size change necessary effect treatment finding considerable impact diagnosis abnormal gastro oesophageal reflux response treatment use hour ph monitoring method measurement,digestive system diseases
9857,1,p53 expression colorectal tumor expression nuclear phosphoprotein p53 study immunohistochemically series benign malignant colorectal tumor use monoclonal antibody pab1801 tumor divide unequivocally group basis immunohistochemistry carcinoma 46.5 positive staining adenomas 8.7 positive p 0.001 positive adenomas moderate severe dysplasia metaplastic polyp n small familial adenomatous polyposis relate adenoma n uniformly negative carcinoma p53 expression differ term site differentiation prognostic indicator duke stage dna ploidy tumor histology improved morphologic resolution available periodate lysine paraformaldehyde dichromate plpd)-fixed paraffin embed tissue permit conclusion p53 confine neoplastic nucleus stain positive tumor heterogeneous marked infiltrative margin stain intensity dramatically reduce mitotic cell conclude expression immunohistochemically detectable p53 probably represent mutate form protein occur adenoma time transition carcinoma association appearance infiltrative behavior degree tumor progression include metastasis time resection,neoplasms
9858,4,neonatal repair tetralogy fallot pulmonary atresia experience arterial switch operation transposition great artery confirm attainability excellent result elective neonatal surgery time repair tetralogy fallot neonatal period symptom severe persistent cyanosis cyanotic spell present review assess result nonelective neonatal correction tetralogy seven neonate symptomatic tetralogy fallot symptomatic tetralogy fallot valvar pulmonary atresia undergo repair mean age repair /- 8.4 day mean weight 3.0 /- 0.7 kg unsatisfactory palliative shunt previously place patient transannular patch conduit use reconstruction right ventricular outflow tract death hospital avoidable technical problem death occur patient pulmonary artery nakata index mm2 m2 premature child weigh 2.3 kg display absent pulmonary valve like syndrome repair die late respiratory complication cause aneurysmal branch pulmonary artery actuarial survival year single rapidly decline hazard phase death hazard approach zero 1/2 year repair actuarial freedom need reoperation year postoperative catheterization long term survivor right ventricular pressure systemic case patient symptomatically function sinus rhythm year repair mean /- year experience neonate symptom suggest mortality low absence symptom elective repair tetralogy fallot reasonably undertake month life,cardiovascular diseases
9859,4,dietary sodium reduction hypertension prevention treatment nutritional nonpharmacological approach treatment prevention hypertension great interest sodium reduction primary method recommend purpose general public interested reduction dietary sodium intake respond decrease table salt use purchase lower sodium food product use food label help guide food purchase countervail trend use convenience food din increase difficulty individual lower sodium intake clinical trial use sodium reduction combination lifestyle therapy demonstrate feasibility reduce dietary sodium intake year variety population trial use lifestyle weight loss intervention achieve significant reduction body weight alcohol consumption increase physical activity variety study indicate long term sodium reduction feasible acceptable patient negative consequence intervention observe case improvement intake nutrient occur nonpharmacological intervention result hypertension control significant proportion trial population study demonstrate forego type intervention significantly contribute hypertension treatment prevention,cardiovascular diseases
9860,3,visual dysfunction alzheimer disease relation normal aging publish erratum appear ann neurol mar;29(3):271 patient alzheimer disease ad compare age match young healthy control subject visual deficit follow function observe color stereoacuity contrast sensitivity backward masking homogeneous pattern critical flicker fusion threshold normal relative age match healthy subject color majority error tritanomalous blue axis color stereoacuity deficit unrelated severity dementia accordance model vision describe function modular diffuse cortical localization contrast sensitivity depressed frequency range ad patient impair low high spatial frequency contrast observed normal age pattern high frequency loss healthy elderly subject depressed critical flicker fusion threshold reduce contrast sensitivity high frequency relative young group difference group find vision test subset ad group receive detailed neuro ophthalmological examination abnormality find finding normal threshold critical flicker fusion suggest widespread visual dysfunction report likely relate know pathological change primary visual association cortex ad change retina optic nerve,nervous system diseases
9861,5,"diagnosis obstructive sleep apnea diagnosis obstructive sleep apnea frequently meticulous history couple high index suspicion snoring hypersomnolence clinical feature common individual sleep apnea snore disease listener uncommon bed partner report increase incidence depression marital displeasure reason spouse bed partner interview patient aware sleeping problem physician alert complaint excessive daytime somnolence study patient obstructive sleep apnea increase risk automobile crash estimate approx 58,000 motor vehicle accident involve people sleep apnea occur yr proper diagnosis treatment physician unique position prevent automobile accident result fall asleep drive polysomnography definitive way obtain diagnosis sleep apnea allow physician diagnosis disorder help evaluation severity syndrome selection therapy ent evaluation important rule anatomic disorder cause upper airway obstruction certain factor alcohol sedative ingestion aggravate condition person predispose sleep apnea subtle change unexplained hypertension polycythemia cor pulmonale lead investigate possibility sleep apnea etiology",general pathological conditions
9862,1,carotid body tumor surgical management carotid body tumor require identification preservation neural vascular structure compromise resection neoplasm patient examine treat carotid body tumor cleveland ohio clinic foundation benchmark diagnosis bilateral carotid angiography neural structure free tumor meticulous dissection facilitate preservation large tumor size increase risk arterial resection necessitating reconstruction use vascular shunt minimize risk cerebral ischemia postoperative intravenous digital subtraction angiography allow evaluation arterial repair retrospective review carotid body tumor resection perform patient reveal evidence tumor recurrence mortality associate surgical intervention postoperative cerebrovascular accident limited morbidity associate unavoidable sacrifice neural element,neoplasms
9863,1,human colorectal cancer display abnormal fourier transform infrared spectra fouri transform infrared spectroscopy ft ir apply study tissue section human colorectal cancer pair tissue sample colorectal cancer histologically normal mucosa cm away tumor obtain patient undergo partial colectomy cancer specimen display abnormal spectra compare correspond normal tissue change involve phosphate c o stretching band ch stretch region pressure dependence ch2 bend c o stretching mode finding indicate colonic malignant tissue change degree hydrogen bonding oxygen atom backbone nucleic acid increase ii oh group serine tyrosine threonine residue cell protein decrease iii c o group acyl chain membrane lipid increase addition indicate change structure protein membrane lipid judge change ratio methyl methylene group packing conformational structure methylene chain membrane lipid cell(s malignant colon tissue responsible spectral abnormality unknown cultured colon adenocarcinoma cell line display similarly abnormal ft ir spectra diagnostic potential observed change discuss,neoplasms
9864,4,involvement thromboxane neutrophil multiple system organ edema interleukin-2 interleukin-2 il-2 produce toxicity characterize generalized edema hour study test rate il-2 administration modulate onset edema examine thromboxane tx neutrophil possible mediator event recombinant human il-2 10(5 u n 10(6 u n vehicle n 8) anesthetized rat intravenously period hour hour edema measure increase wet dry weight w d ratio present heart liver kidney 10(5 u il-2 lung heart liver kidney 10(6 u il-2 relative value vehicle infuse control p 0.05 hour infusion 10(6 u il-2 increase plasma thromboxane tx)b2 level /- pg ml high /- pg ml control rat p 0.05 lung polymorphonuclear leukocyte pmn sequestration /- pmn/10 high power field hpf relative /- pmn/10 hpf control p 0.05 increase bronchoalveolar lavage bal fluid protein concentration /- microgram ml relative microgram ml control p 0.05 10(6 u il-2 minute intravenous bolus n edema demonstrate plasma txb2 level similar control leukosequestration bal protein level normal datum indicate constant infusion rapid bolus administration il-2 produce rat multiple system organ edema increase plasma txb2 sequestration pmn microvascular permeability finding explain early toxicity patient high dose il-2 cancer treatment,cardiovascular diseases
9865,5,carotid restenosis predict increase risk late symptom stroke death identification carotid restenosis unexpected late complication carotid endarterectomy prompt concern regard importance source new cerebral symptom stroke death investigate concern analyze consecutive series patient undergo carotid endarterectomy document technically satisfactory post operative duplex doppler examination datum day month annually artery 85.5 permit classification artery accord severe degree postoperative stenosis normal n n n n include occluded incidence restenosis 14.5 female 7.7 male patient p 0.003 life table analyse year reveal significantly great life expectancy restenosis p 0.05 stroke likely patient restenosis difference reach statistical significance survival stroke endpoint likelihood patient restenosis remain alive stroke free great stenotic group p 0.03 patient carotid restenosis likely patient normal postoperative scan late symptom stroke early death,general pathological conditions
9866,5,retinal infarction sleep wakefulness brain retinal infarction sleep attribute focal hypoperfusion cause systemic hypotension combine underlie arterial stenosis embolism retinal emboli visualize ophthalmoscopy study consecutive patient man woman age mean year recent retinal infarction determine infarction occur sleep wakefulness patient undergo dilate ophthalmoscopy carotid artery study arteriography duplex ultrasound remain echocardiography retinal infarction occur sleep unexpectedly rate observe compare expect p 0.02 retinal cholesterol emboli half patient regardless retinal infarction occur sleep wakefulness carotid artery disease find seven patient infarction occur sleep patient infarction occur wakefulness p 0.21 cerebrovascular occlusive disease find patient age year finding suggest embolism common mechanism retinal infarction sleep wakefulness patient age great year extracranial carotid artery disease common source retinal emboli retina especially susceptible infarction sleep,general pathological conditions
9867,1,non aids associate kaposi sarcoma classical endemic african type ): treatment low dos recombinant interferon alpha treatment classical endemic african form kaposi sarcoma k radiation therapy chemotherapy widely use vary degree success morbidity report preliminary experience low dos recombinant interferon alfa-2b rifn alpha-2b treatment type ks non link acquire immunodeficiency syndrome aids consecutive patient patient classical endemic k median age year treat long term x 10(6 unit rifn alpha-2b introna subcutaneously time weekly month patient present cutaneous disease additional visceral involvement month treatment seven patient major response cutaneous lesion patient stable skin disease patient additional visceral disease patient complete regression intramyocardial tumor involve right atrium ventricle patient stabilization visceral lesion marked symptomatic improvement occur long term result median duration month range satisfactory ifn alpha continue control k patient treatment generally tolerate effect observe preliminary datum suggest low dose rifn alpha-2b regimen effective classical endemic african ks study need establish exact role ifn alpha alternative radiation chemotherapy,neoplasms
9868,4,"antihypertensive efficacy hydrochlorothiazide prostacyclin dependent test hypothesis vascular prostacyclin synthesis stimulate hydrochlorothiazide account drug antihypertensive effect study patient mild essential hypertension randomize double blind design assess effect indomethacin hydrochlorothiazide ability lower blood pressure alter body weight stimulate plasma renin activity modulate vascular prostacyclin biosynthesis assess urinary excretion major enzymatically produce metabolite prostacyclin 2,3 dinor-6 keto prostaglandin f1 alpha pgf1 alpha measure gc ms administration hydrochlorothiazide mg daily week associate significant decrease systolic diastolic blood pressure supine systolic /- /- mm hg diastolic /- /- mm hg upright systolic /- /- mm hg diastolic /- /- mm hg position hydrochlorothiazide administration result kg weight loss stimulation plasma renin activity 1.7 /- 0.4 5.3 /- 1.1 ng angiotensin ml hr urinary excretion 2,3 dinor-6 keto pgf1 alpha unchanged administration hydrochlorothiazide /- ng gm creatinine placebo /- ng gm week hydrochlorothiazide /- ng gm week drug administration indomethacin mg twice day result great inhibition 2,3 dinor-6 keto pgf1 alpha excretion affect antihypertensive response hydrochlorothiazide indomethacin oppose diuretic effect hydrochlorothiazide assess weight loss attenuate rise plasma renin activity datum demonstrate blood pressure lower effect thiazide diuretic require enhanced prostacyclin synthesis cyclooxygenase inhibitor indomethacin antagonize antihypertensive efficacy hydrochlorothiazide",cardiovascular diseases
9869,3,role pain year life old person random sample decrease old community resident study focus role pain year life interview survive close person elicit retrospective report pain increase final year month death feel pain frequently time substantially high match comparison group living person group year pain associate measure behavioral competence perceive quality life psychological hierarchical multiple regression indicate background health variable explain variance pain year control background variable health pain contribute significantly lower happiness depression independent impact hope interest world control physical health old old judge pain young old,nervous system diseases
9870,1,histopathologic spectrum clinically atypical melanocytic nevi ii study nonfamilial melanoma publish erratum appear arch dermatol dec;126(12):1616 study clinically atypical pigment lesion remove patient newly diagnose sporadic melanoma specimen categorize type nevus ie junctional compound presence congenital feature degree nuclear atypicality -- presence nuclear enlargement nuclear pleomorphism hyperchromatism prominent nucleoli -- intraepidermal nevomelanocyte frequency nuclear abnormality grade rare cell cell great cell nuclear parameter lesion 29.6 junctional nevi 52.1 compound nevi 9.9 dermal nevi eighteen percent total dysplastic nevi case malignant melanoma situ case fourteen nevi 9.9 congenital feature junctional compound nevi dermal nevus exhibit nuclear abnormality junctional nevi compare compound nevi sufficient atypia designation dysplastic nevus nevi congenital feature demonstrate nuclear abnormality clearly nondysplastic nevi surgically remove clinically atypical lesion study compound nevi likely demonstrate nuclear atypia dysplasia nevi ie junctional dermal nevi nevi congenital feature,neoplasms
9871,5,quantitative angiographic comparison immediate success coronary angioplasty coronary atherectomy endoluminal stenting coronary atherectomy coronary stenting effectively reduce severity coronary artery stenosis direct comparison intervention conventional balloon angioplasty perform compare immediate efficacy intervention angiographic morphology severity residual coronary stenosis quantitatively evaluate patient undergo coronary atherectomy patient treat endoluminal coronary stenting group patient compare match group coronary angioplasty patient select large computerized data base variable match include patient age sex lesion site severity lesion complexity coronary atherectomy coronary stenting effectively reduce severity coronary stenosis compare balloon angioplasty luminal diameter stenosis reduce /- /- atherectomy group compare reduction /- /- match coronary angioplasty population p 0.008 similarly luminal diameter stenosis reduce /- /- stented group compare reduction /- /- match coronary angioplasty group p 0.014 addition moderate severe coronary dissection note frequently coronary angioplasty group respective atherectomy stent group vs p 0.008 vs p 0.15 respectively,general pathological conditions
9872,4,microscopic pulmonary tumor embolism cause subacute cor pulmonale difficult antemortem diagnosis publish erratum appear mayo clin proc apr;66(4):439 microscopic pulmonary tumor embolism difficult diagnose common initial clinical symptom subacute progressive dyspnea initial laboratory evaluation typically hypoxemia patient clear lung field chest roentgenogram distinguish feature hepatic abnormality general pulmonary angiography disclose evidence emboli multiple subsegmental peripheral perfusion defect note ventilation perfusion lung scan diagnosis microscopic pulmonary tumor embolism confirm open lung transbronchial lung biopsy microvascular pulmonary cytology invasive procedure perform time pulmonary angiography describe patient unsuspected microscopic pulmonary tumor embolism eventuate subacute cor pulmonale death case illustrate characteristic finding entity emphasize need early diagnosis,cardiovascular diseases
9873,1,interleukin-2 prospect lymphocyte mediate destruction pediatric malignancy immunologic therapy cancer speculate turn century animal vitro recently patient irrefutable evidence obtain lymphocyte response reproducible beneficial antitumor effect result indicate biologic response modification truly fourth modality cancer treatment integrate standard approach radiation chemotherapy surgery extent immune approach enable eradication microscopic residual disease child recurrence malignancy remain critical issue test decade enthusiasm regard approach abundant critical evaluation clinical trial essential focus mechanism effective therapy,neoplasms
9874,3,vascular abnormality epidermal nevus syndrome report patient epidermal nevus syndrome right hemispheric infarct review neurologic manifestation explain ischemia hemorrhage significant vascular abnormality occlusion blood vessel dysplasia hemimegalencephaly hypothesize underlie vascular dysplasia cause neurologic lesion patient,nervous system diseases
9875,5,treatment infection total knee arthroplasty debridement retention component thirty total knee arthroplasty follow infection seven patient subsequently treat debridement retention component intravenous administration antibiotic result review retrospectively effort evaluate function prosthesis salvage successfully identify cause failure infection recur recent follow average duration 8.8 year infection recur cent thirty arthroplasty seven knee cent remain free infection function remain satisfactory revision subsequently need knee reason infection cause failure duration infection debridement average day seven knee prosthetic arthroplasty salvage thirty day knee treatment fail cause failure type organism staphylococcus aureus cause infection fourteen cent knee treatment fail seven knee prosthetic arthroplasty salvage addition infection group resistant penicillin infection second group sensitive penicillin infection gram negative organism series knee treatment fail hinge prosthesis use fail,general pathological conditions
9876,4,migraine vertebrobasilar ischemia I study patient migraine posterior circulation ischemia inclusion criterion brainstem cerebellar infarct transient ischemic attack satisfactory vertebrobasilar angiogram migraine exclude patient occipital lobe ischemia know arteriosclerosis nonmigrainous vascular disease woman man age year mean 34.7 transient attack single stroke single stroke follow attack multiple stroke antecedent classic common migraine classic migraine begin initial ischemic event stroke patient ct- mri document brainstem cerebellar infarct angiography normal demonstrate basilar artery ba narrowing occlusion branch occlusion patient initially occlude ba later reopen follow average 4.3 year range year normal important clinical deficit I conclude basilar migraine benign affect sex wide age range pattern headache attack stroke vary migraine appear ischemia patient ba occlusion diffuse narrowing ba occlusion temporary,cardiovascular diseases
9877,4,free peptide bind amino acid indicator ischemic damage rabbit spinal cord concentration free peptide bind amino acid aspartate asp glutamate glu glycine gly gamma aminobutyric acid gaba study follow ischemia recirculation ventral dorsal gray matter rabbit spinal cord change concentration amino acid follow minute min ischemia day recovery find significant change min especially min ischemia decrease free asp gaba level gray matter relatively great decrease concentration free amino acid ventral horn correspond great morphological damage spinal cord follow ischemia follow min ischemia recirculation decrease peptide bind glu ventral horn asp glu dorsal horn find,cardiovascular diseases
9878,1,"molecular structure major insulin mitogen activate kda s6 protein kinase molecular structure rat hepatoma kda insulin mitogen stimulate s6 protein kinase obtain molecular cloning compare rat homolog kda xenopus s6 protein kinase alpha kinase clone h4 hepatoma cdna library kda s6 kinase calculate molecular mass 59,186 da exhibit single catalytic domain closely related amino acid sequence identity amino terminal kinase c like domain rat p85 s6 kinase calculate molecular mass 82,695 da strong similarity extend residue carboxyl terminal catalytic domain identity correspond region conserve kinase c family outside segment approximately amino acid structure p70 p85 s6 kinase diverge substantially p70 s6 kinase know activate serine threonine phosphorylation unidentified insulin mitogen activate protein kinase model regulation p70 s6 protein kinase activity propose low activity unphosphorylated enzyme result binding basic inhibitory pseudosubstrate site locate carboxyl terminal extend catalytic domain acidic substrate bind region locate amino terminal catalytic domain substrate binding prevent s6 kinase activation require displacement inhibitory segment propose occur consequent multiple phosphorylation putative autoinhibitory segment contain serine threonine residue follow directly proline residue motif prevent autophosphorylation permit transphosphorylation serine residue reside maturation promote factor mpf)/cdc-2 consensus motif hormonal regulation s6 kinase involve action mpf cdc-2 protein kinase related substrate specificity",neoplasms
