,condition_label,medical_abstract,condition_name
11367,5,the perineal artificial sphincter for acquired incontinencea cut and dried solution sixteen males with stress incontinence due to sphincter damage were investigated with videourodynamic studies after implantation of a perineal artificial urinary sphincter twelve patients were rendered dry 4 remained incontinent all of whom were shown by cystometry to have incontinence from detrusor instability of these 2 also had stress incontinence proven by videourography detrusor instability was present in 9 patients before implantation the instability worsened considerably in 2 patients and new instability was shown in another 2 patients the limitations of the artificial urinary sphincter and the implications of detrusor instability in patients with an artificial sphincter are discussed the artificial urinary sphincter is an extremely successful device for the treatment of acquired stress incontinence ,general pathological conditions
11368,2,does paramedicbase hospital contact result in beneficial deviations from standard prehospital protocols we reviewed written and audio records of paramedicbase hospital radio contact to determine whether care differed from that suggested in standard prehospital care protocols records of all 659 contacts for seizure syncope abdominal pain or altered mental state during 1987 284 of all contacts were scored for the use of standard therapies such as intravenous access oxygen naloxone hydrochloride and unanticipated therapies intubation nitroglycerin cases that involved unanticipated treatments were reviewed to determine whether they could have been prospectively identified by simple clinical findings standard therapies were used in the majority of patients unanticipated therapies were administered to 13 patients all of whom had abnormal vital signs diaphoresis respiratory distress or a second prominent symptom data suggest that protocols could replace radio contact for most patients and that the few who might benefit from radio contact can be easily identified a 90 reduction in radio contacts in los angeles county could save 3 million each year ,digestive system diseases
11369,5,defining the role of subtotal colectomy in the treatment of carcinoma of the colon seventytwo patients with colon cancer were treated by primary subtotal colectomy including 23 patients with acute and subacute left colon obstruction there were two operative deaths and no cases of disabling diarrhea one death occurred in the group with colon obstruction other indications for subtotal colectomy included multiple polyps associated with the primary tumor 32 synchronous carcinomas 15 a previous transverse colostomy for obstruction 8 associated severe sigmoid diverticular disease 2 age less than 50 years with a positive family history 3 adherence of the sigmoid loop to a cecal tumor 2 and metachronous carcinoma 2 there were multiple indications in several patients subtotal colectomy has a defined role in a wide variety of clinical settings associated with colon cancer including management of obstruction of the left and sigmoid colon particularly if the proximal colon cannot be evaluated before operation by colonoscopy or barium enema segmental or regional colonic resections are appropriate if the entire colon can be evaluated before operation and no associated neoplasms are revealed ,general pathological conditions
11370,5,anorectal varicestheir frequency in cirrhotic and noncirrhotic portal hypertension anorectal varices in portal hypertension have been little studied seventy eight per cent of 72 patients with portal hypertension had anorectal varices shown at flexible sigmoidoscopy significantly more patients with noncirrhotic portal hypertension had these varices than patients with cirrhosis 89 v 56 p less than 001 ,general pathological conditions
11371,3,magnetic resonance imaging in the preoperative evaluation of cervical radiculopathy forty patients with cervical radiculopathy were examined preoperatively with magnetic resonance imaging mri mri was used alone in 27 68 of the 40 patients the remainder also had computed tomography in conjunction with myelography the primary criterion on mri for a clinically significant lesion was asymmetrical narrowing of the subarachnoid space in the region of the nerve root surgical confirmation of the abnormality was obtained in all 40 cases the operative findings were a herniated nucleus pulposus 32 of 40 patients spondylosis 2 of 40 patients or a combination of the two 6 of 40 patients mri identified a surgical lesion herniated nucleus pulposus spondylosis or both in 37 of the 40 92 patients we think mri is the only preoperative imaging examination necessary in most cases of cervical radiculopathy ,nervous system diseases
11372,1,phase i and imaging trial of indium 111labeled antiepidermal growth factor receptor monoclonal antibody 225 in patients with squamous cell lung carcinoma murine monoclonal antibody mab 225 igg1 against the epidermal growth factor egf receptor competitively blocks egf binding and inhibits egfinduced activation of receptor tyrosine kinase and cell proliferation the effect of mab 225 was studied in a phase i trial in patients with inoperable squamous cell carcinoma of the lung which invariably expresses high levels of egf receptors groups of three patients received total doses of mab 225 ranging from 1 mg to 300 mg except at the lowest dose each infusion included 4 mg of indium 111 111inlabeled mab 225 no toxicity was observed tumors were imaged in all patients who received doses of 20 mg or greater presumed metastases greater than or equal to 1 cm in diameter were imaged with doses of 40 mg or greater singlephotonemissioncomputed tomography could be carried out at the 120mg and 300mg doses and significantly improved tumor visualization all patients produced antimurine antibodies we conclude that treatment with an mab that inhibits egf receptor function is safe at the doses and schedule studied 111inlabeled mab images squamous cell lung carcinoma tumor uptake of the labeled mab is dose dependent further studies are warranted to explore the potential therapeutic efficacy of antiegf receptor mabs and other agents that act in a comparable manner ,neoplasms
11373,1,prognostic value of dna flow cytometry in paragangliomas of the carotid body a carotid body tumor is a paraganglioma of the carotid bifurcation histologic appearance does not correlate with the malignant potential of the lesion and thus a reliable prognostic marker for these tumors is lacking to determine whether flow cytometric analysis of paraffin block specimens by dna index and synthetic phase fraction spf would be of prognostic value a retrospective chart review of 14 patients with carotid body tumors was performed three of 14 tumors were aneuploid and were the only tumors with spf greater than 15 one of 3 patients 33 with an aneuploid tumor spf  22 developed a local recurrence no patient with a diploid tumor developed a recurrence two of 3 67 patients with aneuploid tumors spf  18 but only 1 of 11 9 with a diploid tumor were symptomatic preoperatively p  003 dna index and spf may help select a subgroup of patients with more aggressive tumors who are at increased risk for recurrence and therefore require closer followup ,neoplasms
11374,1,expression of ki1 antigen cd30 in mesenchymal tumors expression of cd30ki1 antigen has long been considered to be restricted to activated lymphocytes and related tumors however expression of this antigen has also been detected in embryonal carcinomas in nonembryonal carcinomas in malignant melanomas and even in some myeloid cell lines and macrophages at late stages of differentiation in this study using monoclonal antibody ki1 expression of cd30 antigen was immunohistochemically examined in frozen sections of 28 benign and 63 malignant mesenchymal tumors the authors found cd30 expressed in two of four leiomyomas seven of 11 leiomysarcomas one of six rhabdomyosarcomas two of two aggressive fibromatoses one of three fibrosarcomas two of four synovial sarcomas one giant cell tumors of tendon sheaths all five malignant fibrous histiocytomas all three osteosarcomas one of three ewings sarcomas in a tumor cell subpopulation of two of ten malignant schwannomas and in the schwann cell compartment of one of two ganglioneuromas tested furthermore cd30 was consistently expressed in the myoepithelial compartment of 13 fibroadenomas however all five lipomas all seven liposarcomas all three neuroblastomas both ganglioneuroblastomas both chondrosarcomas and tumors of disputed origin tested were consistently cd30 negative these findings indicate that outside the lymphatic system cd30 antigen is not restricted to epithelial neoplasms but may also be present in tumors of mesenchymal origin the authors conclude that cd30 antigen although having limited utility in the differential diagnosis of tumors of questionable histogenesis may eventually define relevant subgroups within the main tumor categories ,neoplasms
11375,1,serum erythropoietin levels in the anaemia of chronic disorders serum erythropoietin sepo levels were measured in 50 patients with anaemia of chronic disorders acd classified into three groups according to their aetiology inflammatory n  20 infectious n  15 and neoplastic n  15 the inflammatory group showed a higher mean sepo level mean value  sem 69  11 mu ml1 than the neoplastic 43  5 mu ml1 p less than 005 and infectious groups 27  4 mu ml1 p less than 001 the sepo level in the inflammatory group also differed from that of 32 healthy controls 36  3 mu ml1 p less than 005 fourteen patients with added iron deficiency 12 subjects from the inflammatory group showed the highest sepo concentration 72  17 mu ml1 conversely sepo levels were lower in febrile subjects 12 patients with infection and five with malignancy than in nonfebrile patients 28  4 mu ml1 vs 55  7 mu ml1 p less than 001 in the infectious group the logarithm of sepo correlated directly with the haemoglobin and haematocrit values we conclude that differences in sepo concentration in acd may be further related to the patients iron stores and temperature a decrease in epo production may contribute to the pathogenesis of acd secondary to infection ,neoplasms
11376,2,hbvdna detection by gene amplification in acute hepatitis b serum samples from 62 women inadvertently infected with hepatitis b virus in an in vitro fertilization program were tested for the presence of hepatitis b virusdna using the polymerase chain reaction under conditions of a strict spatial separation of dna extraction amplification and product analysis we succeeded in detection of as few as 360 hepatitis b virus particles per milliliter hepatitis b virusdna was detected with a high frequency during hbsag and hbeag antigenemia 985 but also in the convalescent phase after appearance of antibody to hbsag 182 however all patients with hepatitis b virusdna in convalescent sera were hepatitis b virusdna negative 3 to 6 mo later all patients with hbeagpositive samples showed hepatitis b virusdna positivity by polymerase chain reaction for acute hepatitis gene amplification restores the relationship between hbeag and hepatitis b virusdna observed in serum from chronic hepatitis b patients and calls attention to the prolonged presence of hepatitis b virusdna in serum after generally accepted criteria for resolution of the infection have been reached ,digestive system diseases
11377,5,ultrasound for the detection of foreign bodies study objective to determine the ability of an emergency physician to detect a variety of foreign bodies in an experimental model using a portable ultrasound device design ten pieces of beef were sliced into cubes approximately 6 cm on each side six different groups of foreign bodies were examined gravel cactus spine glass metal wood and plastic an independent observer placed the objects in a random fashion into the beef cubes one hundred twenty observations were made using sets of ten beef cubes at a time five foreign bodies were placed into each set of ten beef cubes interventions a blinded emergency physician used a portable ultrasound with a 75mhz transducer to determine the presence or absence of a foreign body in each cube measurements and main results ultrasound detected 59 of 60 foreign bodies including all cubes of meat embedded with gravel cactus spine plastic metal and wood glass was detected nine of ten times of the 60 cubes of meat with no foreign bodies one falsepositive was recorded this yielded sensitivity specificity positive predictive value and negative predictive value of 98 positive determinations by ultrasound were significantly greater in the meat cubes with foreign bodies compared with the control group with no foreign bodies p less than 001 by chi 2 although the subset of glass foreign bodies had one falsepositive and one falsenegative it was not significantly different in comparison with the other groups p greater than 05 by chi 2 conclusion ultrasound has promise as a diagnostic tool for the detection of a variety of foreign bodies further clinical studies using ultrasound for the detection of foreign bodies are warranted ,general pathological conditions
11378,5,clinical and physiological study of anal sphincter and ileal j pouch before preileostomy closure and 6 and 12 months after closure of loop ileostomy spontaneous evolution of pouch and anal function and absorption features has been assessed in 15 patients who underwent proctocolectomy with j ileal pouch anastomosis without conservation of a rectal muscular cuff all the patients were studied before preileostomy closure and six and 12 months after the closure of the protection loop ileostomy stool frequency was identical at six and 12 months mean  sem 50  04 and 53  05day respectively sixtysix percent of patients at six months and 40 of patients at 12 months need to defecate at least one time during night stool weight as well as steatorrhea decreased significantly six months after the closure of loop ileostomy p less than 005 mean resting anal pressure remained unchanged six and 12 months after closure of the loop ileostomy 41  6 and 45  5 cm h2o respectively maximum squeeze anal pressures increased significantly at six p less than 005 and 12 months p less than 005 the rectoanal inhibitory reflex was always absent at the same period the maximum pouch capacity increased significantly during the first six months p less than 001 from 142  17 to 279  27 ml the maximum infused volume during a saline continence test was not significantly different at six and 12 months the percentage of evacuation of the reservoir and the volume at which the first ileal contraction appeared in the reservoir increased significantly p less than 005 at six and 12 months in conclusion in patients with ileoanal anastomosis and pouch reservoir the closure of the loop ileostomy is associated with spontaneous modifications of the anal and pouch parameters ,general pathological conditions
11379,3,clinical diagnosis of binswangers disease to aid in the prospective study of binswangers disease a poorly understood form of vascular dementia a standardised criteria for its antemortem diagnosis was proposed these criteria include dementia bilateral radiological abnormalities on computed tomography ct or magnetic resonance imaging mri and at least two of the following three clinical findings a a vascular risk factor or evidence of systemic vascular disease b evidence of focal cerebrovascular disease and c evidence of subcortical cerebral dysfunction these criteria were validated in two ways first by retrospectively applying them to a series of 30 demented patients with various pathological diagnoses second by prospectively applying them to a series of 184 patients with clinically typical alzheimers disease the sensitivity and specificity of the criteria appear adequate for use in clinical research ,nervous system diseases
11380,4,influence of desflurane on regional distribution of coronary blood flow in a chronically instrumented canine model of multivessel coronary artery obstruction the influence of desflurane on myocardial perfusion measured by a microsphere technique during a total occlusion of the left anterior descending coronary artery and concomitant moderate or severe stenosis of the left circumflex coronary artery was evaluated in chronically instrumented dogs hemodynamics regional contractile function and myocardial blood flow were measured during the conscious state and after anesthesia with desflurane 8292 and 125127 with and without control of arterial pressure total left anterior descending occlusion produced in combination with a left circumflex coronary artery stenosis significantly p less than 005 increased heart rate and left ventricular end diastolic pressure in the absence of desflurane anesthesia desflurane administered only in the presence of left anterior descending occlusion and left circumflex stenosis significantly p less than 005 decreased mean arterial pressure left ventricular systolic pressure and left ventricular positive dpdt50 without change in heart rate blood flow to the subendocardium of normal myocardium was reduced during the high concentration of desflurane p less than 005 but perfusion of the subepicardium and midmyocardium was maintained at conscious levels when the left circumflex stenosis was of moderate severity only blood flow to the subendocardium distal to the stenosis was reduced by desflurane p less than 005 in the presence of a severe stenosis perfusion was decreased in the subepicardium midmyocardium and subendocardium of the stenotic zone p less than 005 during the reduction in arterial pressure produced by desflurane collateral blood flow in the left anterior descending region was reduced in dogs with either a moderate or severe left circumflex stenosis p less than 005 when arterial pressure and heart rate conditions observed in the postocclusion conscious state were restored during the high concentration of desflurane myocardial blood flow in all regions returned to those levels present in the conscious state p less than 005 ratios of flow between occluded and normal zones were decreased when hypotension produced by desflurane was uncontrolled but when arterial pressure and heart rate were adjusted to conscious postocclusion levels using partial thoracic aorta occlusion and atrial pacing the ratio remained at conscious control levels regardless of the degree of left circumflex stenosis severity p less than 005 results of this investigation indicate that desflurane does not redistribute blood flow away from collateraldependent myocardium to other regions via a coronary steal mechanism in a chronically instrumented canine model of multivessel coronary artery disease ,cardiovascular diseases
11381,1,association of bcl1 rearrangements with lymphocytic lymphoma of intermediate differentiation previous studies using classical cytogenetics have demonstrated the presence of the t1114 q13q32 chromosomal translocation in some cases of lymphocytic lymphoma of intermediate differentiation idl a distinct type of low grade bcell lymphoma this finding suggested that the bcl1 region located at band q13 of chromosome 11 might be involved in this neoplasm using a genomic probe from the major breakpoint area of the bcl1 locus we identified rearrangements of the bcl1 region in 10 of 19 cases 2 of which comigrated with a rearranged allele of the immunoglobulin heavy chain gene joining region in contrast bcl1 rearrangements were not found in other types of low grade bcell lymphoma specifically in 36 cases of chronic lymphocytic leukemiasmall lymphocytic lymphoma cllsll and 27 cases of follicular lymphoma fl to further assess the molecular pathology of idl we analyzed these cases for rearrangements of the bcl2 protooncogene which is associated primarily with follicular lymphomas none of the 19 cases of idl had rearrangements furthermore none of the 36 cases of cllsll showed bcl2 rearrangements whereas as expected 21 of 27 cases of fl had rearrangements of the bcl2 locus our findings demonstrate an association between a rearranged bcl1 region with approximately 50 of idls and suggest that abnormalities of this locus may be important in the pathogenesis of idl ,neoplasms
11382,2,therapeutic options in acute diverticulitis diverticulitis is a serious intraabdominal infection that ultimately afflicts about one in four patients having colonic diverticulosis the illness may be indolent or fulminant depending on the degree of colonic spillage and its containment most patients require hospitalization and medical therapy suffices in about three fourths those who fail aggressive medical management and those with recurrent acute attacks diffuse peritonitis abscess persistent obstruction or fistulization require surgical intervention abdominal ct scanning has supplanted the contrast enema as the acute diagnostic procedure of choice and allows guided percutaneous drainage of large abscesses in selected cases this approach helps realize the surgical ideal of a single elective operation without a temporary colostomy for those patients still requiring emergency surgery the twostage approach employing resection of the diseased colon at the initial operation is far superior to the older threestage approach ,digestive system diseases
11383,5,tissue oxygen tension and other indicators of blood loss or organ perfusion during graded hemorrhage currently employed clinical indicators of perfusion provide inadequate warning of developing hazards caused by marginal perfusion in certain vital organs or peripheral tissues that are pivotal to postsurgical wound healing in this study mean arterial blood pressure cardiac output and transcutaneous and subcutaneous oxygen tensions ptco2 and psqo2 were investigated during serial hemorrhage as indicators of the degree of both hypovolemia and perfusion to specific tissues blood was removed in stages 10 20 30 40 55 60 and 65 of original volume from anesthetized dogs injections of variously radiolabeled microspheres allowed assessment of blood flow at each stage of hemorrhage in bone brain colon heart kidney liver muscle pancreas skin small intestine spleen stomach and subcutaneous tissue psqo2 was correlated more highly with blood volume lost than was ptco2 furthermore psqo2 was more sensitive to blood loss than was either cardiac output or ptco2 and also during the early loss 0 to 40 was more sensitive than mean arterial pressure some organs eg pancreas appeared to lose considerable blood flow with only small loss of blood volume but their blood flow then stabilized at a low level despite further hemorrhage other organs notably the kidney appeared to be relatively unaffected by substantial loss of blood volume 20 to 40 after which however their blood flow quite abruptly became sensitive to further hypovolemia this explains why blood flowrelated performance of the kidney eg urine volume may not adequately predict a developing hazard or peripheral perfusion some indicators were found to be better indexes of blood flow in some organs than in others eg cardiac output and psqo2 correlated more closely with skin spleen and intestinal flows  than with vital organ flows ,general pathological conditions
11384,4,death at cardiac catheterization coronary artery embolization of calcium debris from ionescushiley bioprosthesis the case described is a death due to embolization of calcium debris from a bioprosthesis dislodged at cardiac catheterization as more bioprosthetic valves are implanted and more of them fail longterm with calcification such complications of the invasive study of these valves may be expected ,cardiovascular diseases
11385,2,bile sampling processing and analysis in clinical studies obtaining a proper bile sample for investigative purposes is of utmost importance to obtain valid results bile can be collected by direct aspiration of the gallbladder by duodenal intubation or by ttube drainage the optimal method of collection depends on the investigative question as well as on the resources available to the investigator the procedures for obtaining processing and analyzing human bile gallbladder and hepatic are summarized pointing out the disadvantages and pitfalls that may occur ,digestive system diseases
11386,3,is caffeine withdrawal the mechanism of postoperative headache this study examined the hypothesis that headache after general anesthesia is related to a caffeine withdrawal state two hundred eightyseven patients undergoing minor elective procedures under general anesthesia were studied four to six hours after anesthesia each patient completed a questionnaire assessing his or her own alcohol tobacco and caffeine consumption and the occurrence of postoperative side effects a highly significant difference was found between the caffeine consumption of patients with and without preoperative p  00035 and postoperative p less than 00001 headache logistic regression analysis of trend between headache and caffeine consumption suggested that with each 100mg increase in caffeine consumption there was a 12 increase in the odds of headache developing in the immediate preoperative period p less than 00066 and a 16 increase in the odds of postoperative headache developing p less than 00001 no relationship was found between headache and the patients age sex usual frequency of headache consumption of alcohol or nicotine or the anesthetic agents or adjuvants used it is concluded that postoperative headache is related to caffeine intake and that this relationship is explained at least in part by a perioperative caffeine withdrawal syndrome ,nervous system diseases
11387,3,cerebral glucose utilization during sleep in landaukleffner syndrome a pet study three righthanded male children aged 5 6 and 11 years with signs symptoms andor history of the syndrome of acquired aphasiaepilepsy landaukleffner syndrome were studied during druginduced electroencephalographically eegmonitored sleep by positronemission tomography pet and the fluorodeoxyglucose fdg method our data demonstrate that in landaukleffner syndrome cerebral glucose utilization is not normal during sleep the metabolic pattern varied between the children but the metabolic disturbances always predominated over the temporal lobes they were rightsided leftsided or bilateral in the two first patients eeg recordings showed continuous spikeandwave discharges during sleep and a rightgreaterthanleft asymmetry was observed in temporal areas in patient 1 the asymmetry was associated with a relative increase of glucose utilization of the right posterior temporal region in patient 2 the glucose utilization was relatively decreased in the left anterotemporal and left perisylvian regions in patient 3 the sleep eeg showed no discharge and no significant asymmetry was observed however glucose utilization of both temporal lobes was decreased lower metabolic rates in subcortical structures than in cortex were also noted in the three children this metabolic pattern may be related to the maturation of the central nervous system cns ,nervous system diseases
11388,5,operative and conservative treatment of moderate spondylolisthesis in young patients we made a retrospective study of 149 children and adolescents with moderate spondylolisthesis slip less than or equal to 30 77 treated by fusion and 72 conservatively at an average followup of 133 years both groups were fully comparable with regard to age at diagnosis sex distribution 46 girls and mean slip the patients who were treated operatively had more pain before treatment and showed more initial progression of the slip they had better clinical results and less pain at latest review but the total progression of the slip over the whole followup showed no statistical differences between the two groups patients with a pseudarthrosis after attempted fusion had had a longer period of postoperative pain but at the latest review had no more pain than those with sound fusion none of those treated conservatively came to fusion later and the longterm results in 18 patients who had refused the advised operation were no worse than those for other conservatively treated patients our results suggest that a moderate grade of spondylolisthesis in adolescents usually has a benign course it seems that spontaneous segmental stabilisation occurs as a result of degeneration of the disc at the level of the slip ,general pathological conditions
11389,5,the role of indiumlabelled leukocyte imaging in pyrexia of unknown origin indium111labeled white blood cell scanning is often used in the investigation of pyrexia of unknown origin puo to locate an otherwise occult source of sepsis from a series of 166 white blood cell studies performed for sepsis 28 cases of true puo were identified and reviewed the sensitivity was 60 and specificity 70 with a positive predictive value of 38 and negative predictive value of 90 only 11 of studies revealed a pyogenic cause for puo these results are discussed and the potential role of gallium scanning in puo is raised ,general pathological conditions
11390,5,the role of fistulography in fistulainano report of five cases a retrospective review of 27 patients undergoing anal fistulography is presented the etiology of the 27 fistulas studied are as follows cryptoglandular infection in 18 ibd in 7 crohns 6 cuc 1 iatrogenic in 1 and foreign body perforation in 1 twentysix fistulograms revealed either direct communication with the anus or rectum or abscess cavitiestracts or both two fistulograms revealed no radiographic evidence of fistula one patient had two fistulograms in 13 of the 27 patients 48 percent information obtained from the fistulograms revealed either unexpected pathology n  7 or directly altered surgical management n  6 we conclude that anal fistulography in properly selected patients may add useful information for the definitive management of fistulainano ,general pathological conditions
11391,1,meningiomas mimicking cerebral schwannoma a brain tumor with histological features reminiscent of schwannoma with underlying meningioangiomatosis was subjected to electron microscopic and immunohistochemical analysis which confirmed the neoplasm as a meningioma this prompted reexamination of a similar tumor described in a previous publication as a cerebral schwannoma with identical immunohistochemical techniques the results obtained favored alteration of this diagnosis to that of meningioma this experience has led the authors to recommend the use of immunohistochemistry techniques when evaluating unusual intracranial neoplasms ,neoplasms
11392,1,hemiparesis and ischemic changes of the white matter after intrathecal therapy for children with acute lymphocytic leukemia three children with acute lymphocytic leukemia all developed delayedonset transient hemiparesis and facial palsy after intrathecal it administration of methotrexate mtx alone or as part of triple intrathecal chemotherapy for central nervous system cns prophylaxis the hemiparesis developed 10 to 14 days after it therapy two of three children also experienced transient profound expressive dysarthria these episodes occurred during maintenance treatment after multiple it administrations and without previous cns toxicity two of three children received intermediatedose mtx 1 gm2 not less than 5 weeks before events these patients had not received cranial irradiation and had no evidence of cns leukemia before or after these episodes ischemic changes on computerized tomographic scan or magnetic resonance imaging studies were documented in all three cases such changes are unusual manifestations of neurotoxicity in children after intrathecal therapy ,neoplasms
11393,5,enantiomers of oxybutynin in vitro pharmacological characterization at m1 m2 and m3 muscarinic receptors and in vivo effects on urinary bladder contraction mydriasis and salivary secretion in guinea pigs the major side effects of racemic oxybutynin oxy which is used in the treatment of urinary incontinence are dry mouth xerostomia and blurred vision mydriasis highly purified enantiomers of oxy  were compared with the racemate both in vitro in functional studies and in vivo in guinea pigs to evaluate their pharmacological action relative to their adverse effects the affinity of roxy and soxy for different muscarinic receptor subtypes was determined using field stimulated rabbit vas deferens m1 and guinea pig atria m2 or bladder m3 strips stereoselective antimuscarinic effects  were evident at all three receptor subtypes the isomeric ratio  ranged from 12 to 88 both roxy and rsoxy were slightly more selective 24fold p less than 01 for m1 and m3 relative to m2 muscarinic receptors stereoselectivity was also evident in vivo for volumeinduced urinary bladder contractions as measured by cystometrogram parameters  mydriasis  and salivary gland secretory responses  the absolute potencies of roxy or rsoxy for mydriasis and salivation were similar to those for inhibition of intravesical bladder pressure also roxy and rsoxy equipotently antagonized cholinergicmediated cns effects in mice collectively the data suggest that the activity of rsoxy resides predominantly in the renantiomer however it appears that roxy may offer no significant pharmacological advantage over rsoxy in terms of its principal therapeutic and side effect profile ,general pathological conditions
11394,4,advantages of beta blockers versus antiarrhythmic agents and calcium antagonists in secondary prevention after myocardial infarction patients who have sustained greater than or equal to 1 myocardial infarcts are at high risk for sudden death or reinfarction the risk is highest for those with lowest ventricular ejection fraction continuing myocardial ischemia and asymptomatic highdensity and complex premature ventricular contractions at present beta blockers when given prophylactically are the only agents that reduce the incidence of sudden death and reinfarction in survivors of myocardial infarction mi in the first 2 years the beneficial effect was shown to correlate with a reduction in heart rate the effect being absent or deleterious with beta blockers with marked sympathomimetic activity the effects of beta blockers on ventricular fibrillation appeared to be dissociated from those on premature ventricular contractions trials with calcium antagonists indicate that these drugs had no effect or increased the mortality rate the divergent effect of beta blockers and calcium antagonists is unexplained but may be due in part to a lack of bradycardiac effect of calcium antagonists there were no differences in effect among different calcium antagonists data from trials involving class i antiarrhythmic agents indicate that agents acting by depression of cardiac conduction are either devoid of effect or produce a modest increase in mortality results of the cardiac arrhythmia suppression trial employing the newer class i agents flecainide and encainide were used to determine whether the suppression of premature ventricular contractions in the survivors of acute mi reduces mortality flecainide and encainide suppressed premature ventricular contractions greater than 80 but resulted in an increased mortality rate undoubtedly due to a marked proarrhythmic effect whether these data can be extrapolated to all class i agents is uncertain preliminary data with class iii antiarrhythmic agents suggest that these agents especially amiodarone similarly to beta blockers have the potential to reduce mortality in survivors of mi evolving data suggest that in the secondary prevention of morbid events in the survivors of acute mi the focus must shift away from antiarrhythmic agents that delay conduction and toward beta blockers and antifibrillatory actions resulting from a prolongation of refractoriness ,cardiovascular diseases
11395,3,catscratch disease acute encephalopathy and other neurologic manifestations seventysix patients with neurologic complications of catscratch disease are discussed encephalopathy occurred in 61 while 15 had either cranial or peripheral nerve involvement the average age of the patients with encephalopathy was 106 years range 1 to 66 years and almost twice as many males as females were affected in contrast to patients with uncomplicated catscratch disease in which the ratio was almost equal fever was not documented in 50 of patients with encephalopathy and only 26 had temperatures higher than 39 degrees c convulsions occurred in 46 and combative behavior in 40 lethargy with or without coma was accompanied by variable neurologic signs results of laboratory studies including imaging of the central nervous system were inconsistent and nondiagnostic biopsy tissue from 14 patients showed histopathologic findings compatible with catscratch disease the englishwear bacillus was demonstrated by the warthinstarry stain in 10 of 14 skin or lymph node specimens of the 15 patients without encephalopathy two children with facial nerve paresis displayed cranial nerve symptoms andor signs 10 patients had catscratch disease neuroretinitis and three women had peripheral neuritis all 76 patients recovered within 12 months 78 recovered within 1 to 12 weeks there were no neurologic sequelae treatment consisted of control of convulsions and supportive measures commonly used antibiotics administered to more than half of the patients were apparently ineffective ,nervous system diseases
11396,2,hilar malignancy treatment with an expandable metallic transhepatic biliary stent an expandable metallic transhepatic biliary endoprosthesis was used to treat 20 patients with hilar malignancy and isolated right and left intrahepatic ducts in 12 patients only one intrahepatic ductal system was drained in eight patients both systems were drained in five patients both systems were drained through a single transhepatic track by arrangement of two stents in a t configuration the initial technical success rate in placing the stents and achieving internal drainage was 100 complications necessitating further intervention occurred in two of the 20 patients shortterm clinical followup was available for 19 of the 20 patients two months after stent insertion two patients complained of persistent jaundice two patients died without jaundice and 15 patients were free of symptoms of biliary obstruction a variety of geometric configurations are possible with this endoprosthesis the relative merits of these stent arrangements are discussed and a new technique for placing the stents in a t configuration is described ,digestive system diseases
11397,5,is gastric acid responsible for the pain in patients with essential dyspepsia the pathogenesis of symptoms in patients with essential dyspepsia is not known since treatment with h2receptor antagonists has provided symptomatic relief in some reports we carried out the present study to investigate whether gastric acid is responsible for symptoms in these patients fifty patients with essential dyspepsia and 25 healthy control subjects were studied after an overnight fast a nasogastric tube was passed and its tip positioned in the antrum under fluoroscopic control normal saline or 01 m hydrochloric acid was infused in a randomized doubleblind fashion eleven 22 patients developed pain with acid infusion but none with normal saline p less than 0005 in 10 of these 11 patients pain recurred on rechallenge with acid infusion but was promptly relieved with infusion of 1 m sodium bicarbonate none of the healthy controls developed pain on infusion of acid or saline these observations suggest that acid has a definite role in the pathogenesis of symptoms in some patients with essential dyspepsia although other factors may also be important ,general pathological conditions
11398,5,acute pulmonary oedema on the ruwenzori mountain range a 40 year old man had an episode of severe pulmonary oedema at 40005000 m during the ascent of the margherita peak 5109 m of mount stanley on the ruwenzori he had taken acetazolamide and high dose dexamethasone to treat symptoms of acute mountain sickness six years before he had been studied by right heart catheterisation as a healthy volunteer during hypoxic breathing at sea level his pulmonary vascular reactivity had been within the normal range for 32 healthy subjects this man had high altitude pulmonary oedema despite currently recommended treatments for acute mountain sickness and normal pulmonary vascular reactivity to hypoxia at sea level ,general pathological conditions
11399,4,prevalence and correlates of increased lungheart ratio of thallium201 during dipyridamole stress imaging for suspected coronary artery disease there is little information concerning the prevalence and clinical correlates of increased pulmonary thallium201 uptake during dipyridamole thallium201 stress imaging accordingly the clinical characteristics and quantitative thallium201 findings were correlated with quantitative lungheart thallium201 ratio in 87 patients undergoing dipyridamole thallium201 stress testing nineteen patients 22 had an elevated ratio greater than 051 these patients were more likely to have had an infarction to be taking beta blockers and have a lower ratepressure product after dipyridamole administration than those with a normal ratio p less than 003 an elevated ratio was associated with a greater likelihood of initial redistribution and persistent defects as well as left ventricular cavity dilatation on thallium201 imaging p less than 005 in addition the number of myocardial segments demonstrating initial redistribution and persistent defects was also greater in patients with increased ratios p less than 003 multivariate analysis demonstrated that the presence of redistribution and left ventricular cavity dilatation were the most significant correlates of lungheart thallium201 ratio it is concluded that the prevalence of increased lungheart thallium201 ratio with dipyridamole thallium201 stress imaging is similar to that seen with exercise stress imaging as with exercise thallium201 imaging increased pulmonary thallium201 uptake may be a marker of functionally more significant coronary artery disease ,cardiovascular diseases
